spotify_id,year,title,artist,peak_pos,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
1Vot6YSxInL52SGTN0XN9n,2010,Hot Tottie,usher,21,0.866,0.0928,87.525,0.286,0.00155,5.38E-06,4,0.654,6,299333,-4.332,0.669,0
1VP3rxNKQoZN6H2AkgPZYD,2012,Baggage Claim,miranda lambert,44,0.935,0.0424,80.977,0.0404,0.0655,1.45E-06,4,0.702,8,198027,-2.745,0.963,1
1VpTwecl7EbQiGyVsvwFQE,2006,When Your Heart Stops Beating,(+44),89,0.968,0.0796,171.004,0.123,0.000232,0,4,0.42,9,192787,-2.353,0.392,0
1VQozjsttylAZVgi7jpDlT,2002,Don't Let Me Get Me,pink,8,0.878,0.0819,98.285,0.0954,0.00167,0,4,0.484,8,211427,-3.82,0.561,1
1vrd6UOGamcKNGnSHJQlSt,2009,Love Story,taylor swift,4,0.721,0.0925,119.007,0.0302,0.151,0,4,0.615,2,235267,-3.913,0.324,1
1vS1Rd10oLbmggo9GwOswt,2014,Main Chick,kid ink,60,0.496,0.526,95.072,0.0354,0.0393,0,4,0.775,10,197813,-5.652,0.204,1
1VuBmEauSZywQVtqbxNqka,2001,Beautiful Day,u2,21,0.921,0.382,136.264,0.0481,0.0144,0.00479,4,0.537,2,248067,-6.474,0.467,1
1vVNlXi8gf8tZ7OhnEs4VE,2017,A Lie,french montana,75,0.792,0.404,121.189,0.216,0.0235,0,5,0.516,1,226790,-5.38,0.524,0
1vvNmPOiUuyCbgWmtc6yfm,2016,My Way,calvin harris,24,0.913,0.161,119.989,0.0427,0.0935,3.72E-05,4,0.819,4,219160,-3.059,0.536,0
1vvnYpYEMVB4aq9I6tHIEB,2016,4 Your Eyez Only,j. cole,29,0.481,0.0874,78.628,0.363,0.378,7.09E-05,4,0.704,11,530253,-10.493,0.494,0
1VzMmTHleeqZ5iep2HQ6Jj,2000,What Do You Say,reba,31,0.567,0.0968,171.199,0.0483,0.193,0,4,0.458,8,208747,-8.199,0.332,1
1w142QzwCYTP6crszp7oYu,2014,First Love,jennifer lopez,87,0.709,0.375,100.007,0.0355,0.0101,0.0102,4,0.629,11,215797,-5.084,0.504,1
1W4c3lEi67BG5Ev7CgYqNi,2008,Sweet And Low,augustana,88,0.727,0.106,151.93,0.0315,0.00572,0.000845,4,0.443,11,214067,-4.455,0.407,1
1W7zkKgRv9mrLbfdQ8XyH3,2016,Gangsta,kehlani,41,0.447,0.303,121.48,0.0436,0.111,0,4,0.439,10,177029,-8.318,0.11,0
1w9QuE82GTtADusjV8LM3m,2002,The Streets,wc,81,0.809,0.101,97.113,0.115,0.154,0.00308,4,0.919,4,227867,-2.87,0.577,0
1wAXODAAL6hY64ZdhrnjBO,2012,Drive By,train,10,0.849,0.0864,122.033,0.0317,0.000983,1.51E-05,4,0.759,1,196627,-3.198,0.73,0
1WbeuiDYoCfCpvxisr1zRx,2009,Break My Heart,spectacular! cast,95,0.939,0.337,141.007,0.0538,0.00081,0,4,0.584,1,190133,-3.081,0.783,0
1WCCcR22GbBTtBh8O3P1oN,2003,God Bless The U.S.A.,american idol finalists,4,0.442,0.0968,72.035,0.0283,0.661,1.15E-06,4,0.496,5,184180,-9.477,0.223,1
1wCJ3JIsNaJK0MYct4Kmrv,2010,Finding My Way Back,jaheim,95,0.622,0.15,136.012,0.0425,0.114,0,3,0.605,0,226693,-5.133,0.177,1
1WcQ6epJR20iJtLeXpLfeP,2004,No Better Love,young gunz,36,0.891,0.212,91.111,0.272,0.215,0,4,0.647,1,235907,-3.065,0.53,1
1wcWdMlLjzp7Rx25JJN7c4,2013,Guap,big sean,71,0.734,0.425,146.163,0.166,0.305,0,4,0.647,1,271760,-6.094,0.578,1
1wF2QB0bAAYQdPUIn0L0VE,2007,Outside Looking In,jordan pruitt,77,0.283,0.111,96.012,0.0282,0.728,0,4,0.686,5,159467,-6.4,0.49,1
1wfZdPy5FRWsdWaAEOG0Ml,2017,Say It,flume,60,0.769,0.0953,149.69,0.0549,0.0343,0.00498,4,0.482,6,267200,-4.473,0.427,1
1WGguXX9FkzBHeLb5ISfgg,2009,Prom Queen,lil wayne,15,0.865,0.187,144.107,0.0687,3.39E-05,2.56E-05,4,0.509,7,217400,-4.762,0.442,1
1WHx2541uqQd3bDNYwwOaC,2011,Barbra Streisand,duck sauce,89,0.813,0.249,127.834,0.335,0.00649,0.000467,4,0.694,1,264814,-4.129,0.741,1
1wIQtB3UQ1TfjNMZZqO6eh,2016,Everybody Dies,j. cole,57,0.686,0.105,79.252,0.245,0.3,1.36E-05,4,0.617,2,161827,-9.858,0.544,1
1WIZiOuNO3woKfdlSK2gNn,2017,Transportin',kodak black,46,0.66,0.103,94.053,0.0726,0.0319,0,4,0.804,10,169345,-4.86,0.257,0
1wJGFGRkBnFs4DU621KdhE,2009,Let's Get Crazy,hannah montana,57,0.889,0.349,124.974,0.0535,0.00212,3.19E-05,4,0.721,7,155880,-5.166,0.762,1
1wJL1A0QUHJPf2cm7tsrdw,2010,Never Grow Up,taylor swift,84,0.308,0.146,124.876,0.0311,0.838,0,4,0.713,2,290467,-8.684,0.556,1
1wjzFQodRWrPcQ0AnYnvQ9,2018,I Like Me Better,Lauv,46,0.505,0.104,91.97,0.253,0.535,2.55E-06,4,0.752,9,197437,-7.621,0.419,1
1WkMMavIMc4JZ8cfMmxHkI,2017,Can't Stop The Feeling!,justin timberlake,1,0.832,0.0968,113.035,0.0682,0.0106,0,4,0.669,0,237547,-5.72,0.7,1
1wkrcfpSpSyhVemGcCjUcZ,2008,Lloro Por Ti,enrique iglesias,91,0.755,0.11,79.977,0.0516,0.234,4.69E-06,4,0.704,10,247427,-6.776,0.354,1
1wLhwzPAtze5JT8qqXlqaO,2001,Take It To Da House,trick daddy,50,0.781,0.164,123.894,0.197,0.0158,0,4,0.935,6,226160,-5.795,0.918,0
1WmQRsskLjWq8GI3htHRsq,2001,He Loves U Not,dream,2,0.642,0.153,155.96,0.0796,0.0426,5.06E-05,4,0.736,5,224438,-13.331,0.698,0
1wNpAmuWqFdFIKc2STISa6,2010,One Of Us,glee cast,37,0.572,0.0981,177.664,0.0323,0.19,0,4,0.278,11,241147,-6.292,0.466,1
1WODBa6zUbJ1N5NCPdt5nL,2011,We Don't Get Down Like Y'all,t.i.,78,0.801,0.381,122.787,0.215,0.00691,0,5,0.705,0,222510,-4.47,0.45,1
1wsRitfRRtWyEapl0q22o8,2000,Guerrilla Radio,rage against the machine,69,0.957,0.155,103.68,0.188,0.0129,7.06E-05,4,0.599,11,206200,-5.764,0.489,1
1wTNF7RAF62GKW9mBh2L3Z,2010,Don't Cry For Me Argentina (Lea Michele Version),glee cast,97,0.218,0.13,72.474,0.0366,0.908,1.49E-05,3,0.21,11,310453,-12.432,0.101,1
1WtPoeC9dOS8LskSFOX3JB,2008,She Never Cried In Front Of Me,toby keith,42,0.604,0.0989,146.041,0.0322,0.319,0,4,0.447,7,215600,-5.755,0.404,1
1WtTLtofvcjQM3sXSMkDdX,2010,How Low,ludacris,6,0.494,0.219,144.004,0.111,0.00293,0,4,0.56,1,201587,-6.935,0.372,1
1wva1IlWLDNLgwipUWcmjy,2008,Sensual Seduction,snoop dogg,7,0.834,0.0645,120.214,0.077,0.00446,2.76E-05,4,0.756,11,245520,-4.005,0.465,1
1WVwpUecCDB1GgMDA1lFnZ,2008,Put A Girl In It,brooks,54,0.952,0.0622,119.965,0.0623,0.0336,0.00112,4,0.589,4,207880,-3.317,0.784,1
1wWRtPIKD7ZNvtsrzLyTev,2017,All Da Smoke,future,77,0.583,0.149,147,0.341,0.0265,1.33E-05,4,0.893,0,204960,-6.862,0.115,1
1Wwssl3lCTcBWC9GdGyAFb,2016,Pray You Catch Me,beyonce,37,0.11,0.128,107.986,0.0425,0.926,0.584,3,0.453,8,180000,-13.156,0.157,0
1wYDz3NuqlGxPnQDX8OuV6,2010,(I've Had) The Time Of My Life,glee cast,38,0.77,0.0879,110.705,0.0472,0.0765,0,4,0.459,9,277560,-5.996,0.168,1
1WzAeadSKJhqykZFbJNmQv,2006,Your Man,josh turner,38,0.638,0.0584,100.504,0.0239,0.331,0.000221,4,0.742,6,211893,-4.332,0.748,1
1x0J8LFX23d5h1zzuzZorc,2012,Stay Stay Stay,taylor swift,91,0.753,0.0811,100.114,0.0244,0.301,1.50E-06,4,0.727,0,204827,-6.655,0.904,1
1X1DWw2pcNZ8zSub3uhlNz,2013,Hall Of Fame,the script,25,0.873,0.123,84.803,0.0565,0.0653,0,4,0.421,10,202533,-4.343,0.63,1
1X1KDnhTnb28tpJlgOV3lD,2001,Promise,jagged edge,9,0.568,0.0288,128.002,0.0872,0.136,0,4,0.751,5,246720,-5.431,0.646,0
1X4Ntw6Lbaa1ACgilCqMpr,2002,Alive,p.o.d.,41,0.95,0.314,80.912,0.0768,1.21E-05,0.000214,4,0.421,10,205027,-3.985,0.553,1
1X8v682GvpoO4MfbbC46XU,2013,Fall Down,will.i.am,58,0.623,0.127,127.036,0.0359,0.0113,0.00259,4,0.61,0,307493,-5.478,0.332,0
1XafPc5IkjhRaDTFO7NnGA,2002,Tainted,slum village,87,0.571,0.236,92.83,0.209,0.0147,1.07E-06,4,0.889,9,266840,-3.249,0.647,0
1XBc4r6ltXjkFJBrsttwIF,2018,Rockin' Around The Christmas Tree,Brenda Lee,14,0.402,0.463,139.752,0.0599,0.703,0,4,0.691,8,125827,-12.149,0.844,1
1XBlzIEr1bokhNOAFgBL6S,2003,I Believe,diamond rio,31,0.232,0.107,122.096,0.0343,0.687,0,4,0.332,10,236747,-10.737,0.151,1
1xbtFabmTCcxN0gozYj2AZ,2015,A Thousand Years,sawyer fredericks,94,0.407,0.0933,148.029,0.0282,0.345,0,3,0.435,5,169837,-6.249,0.362,1
1XdD5aFrqVGSY7EZAVytaq,2008,Dreams Collide,colbie caillat,96,0.461,0.125,135.913,0.0265,0.193,4.41E-06,4,0.509,2,242227,-9.389,0.0395,1
1XDtOKKCOGcBKtDlzjBkks,2002,You Rock My World,michael jackson,10,0.734,0.0901,94.997,0.104,0.0286,0.000704,4,0.823,4,308067,-2.595,0.944,0
1XduQVon3QYUTHrQJNKN7z,2011,Hit The Lights,jay sean,18,0.748,0.177,127.976,0.0462,0.0236,0,4,0.704,2,221920,-5.675,0.38,0
1xE7osYAtzz1PvLoVdOp5E,2004,Change Clothes,jay-z,10,0.634,0.0613,104.038,0.057,0.0491,0,4,0.88,10,258427,-4.001,0.334,1
1XFvDQjWp0FxNxUm9FEAEd,2005,The Widow,the mars volta,95,0.696,0.312,136.008,0.0392,0.21,6.52E-06,3,0.356,4,199947,-6.104,0.244,0
1xgxGavDQDaavD60cBEv27,2001,Wild Horses,garth brooks,50,0.565,0.116,120.048,0.027,0.589,4.58E-05,4,0.711,4,196093,-4.213,0.447,1
1XI5hsb6Ai8Zy0Wndooyif,2008,Nothin' Better To Do,leann rimes,73,0.925,0.182,198.112,0.162,0.278,0,4,0.451,5,266507,-3.644,0.419,0
1xixUOjgdqMOPZxursTms3,2000,Anything,jay-z,55,0.751,0.0738,81.393,0.198,0.0948,0.00462,4,0.816,10,287500,-6.009,0.903,0
1xQZtbipNLyP0e0hihE5F5,2008,I'd Come For You,nickelback,44,0.748,0.144,147.998,0.0311,0.033,0,4,0.489,2,262627,-5.488,0.385,1
1XRgIKC5TPwo7nWGyKqgG0,2017,I Get The Bag (feat. Migos),Gucci Mane Featuring Migos,11,0.633,0.0993,139.948,0.168,0.0232,0.000343,4,0.89,11,233087,-5.475,0.425,1
1XS0Gyb2YyUgoxa8O67emr,2011,Dirty Dancer,enrique iglesias wtih usher,18,0.936,0.116,133.047,0.066,0.00757,0,4,0.66,11,214760,-3.547,0.751,1
1xsGrsVJwG9zel8pefzVeo,2004,Break Down Here,julie roberts,81,0.485,0.0997,126.103,0.0328,0.142,0,4,0.641,1,245493,-8.127,0.229,1
1Xsxp1SEOxuMzjrFZhtw8u,2013,Next To Me,emeli sande,25,0.81,0.11,94.995,0.0378,0.0923,4.74E-05,4,0.674,7,196867,-5.117,0.391,0
1XTbAGjlbdQ74ADCA7sE02,2014,The Big Bang,katy tiz,100,0.929,0.111,96.003,0.0433,0.0143,0,4,0.797,0,159627,-2.959,0.747,0
1xugsCboIm1yILqpLvH9aD,2004,You Raise Me Up,josh groban,73,0.136,0.107,118.086,0.037,0.673,0.000157,4,0.25,10,292333,-12.162,0.0981,1
1xus3kv8tqlzeOxVZzDd0f,2004,Shadow,ashlee simpson,57,0.73,0.0983,77.911,0.0286,0.0418,1.49E-05,4,0.445,0,237427,-3.823,0.346,1
1xwVHu3HE3JDf1d6dHVM4u,2015,Worth It,fifth harmony,12,0.765,0.118,99.987,0.0882,0.063,7.04E-06,4,0.884,8,224573,-3.865,0.594,1
1y4eb6hmAvsqlDOl3fx9kk,2009,Hot N Cold,katy perry,3,0.841,0.0688,132.032,0.0418,7.95E-05,0,4,0.706,7,220227,-3.956,0.861,1
1Y4ZdPOOgCUhBcKZOrUFiS,2007,Lip Gloss,lil mama,10,0.87,0.0571,188.772,0.501,0.41,1.37E-06,4,0.619,2,219773,-4.956,0.94,1
1y5q1xlIKjtIMKnrI0NIOY,2001,Schism,tool,67,0.651,0.332,108.079,0.028,0.000465,0.78,3,0.573,2,400904,-7.733,0.446,1
1y6Y28gA3mNHSs7RDLrDKs,2010,Gonna Get This,hannah montana,66,0.789,0.0719,100.007,0.0453,0.0152,0,4,0.673,0,196867,-3.444,0.769,1
1Y7abeCiyuhkE7lVliXkWp,2009,You Can't Always Get What You Want,glee cast,71,0.745,0.295,93.825,0.0524,0.175,0,4,0.234,7,207160,-6.017,0.41,1
1YaVmBh7EAeR54FIjuFcb5,2010,Naturally,selena gomez,29,0.906,0.0551,132.64,0.0583,0.0211,1.17E-06,4,0.629,10,202587,-5.393,0.847,0
1yAXEjvYED6s6tgKDH5ZTz,2014,Get Her Back,robin thicke,82,0.293,0.0924,187.832,0.0787,0.917,0,4,0.581,4,212263,-13.626,0.73,0
1YD3Dg7Olipi5FGVDLHWAu,2015,All Day,kanye west,15,0.651,0.211,122.985,0.111,0.0739,0,4,0.861,9,310907,-4.718,0.421,0
1ydffhoWtTxKDrc5zi7p0M,2006,Everytime Tha Beat Drop,monica,48,0.644,0.0821,81.99,0.223,0.0522,0,4,0.762,7,223293,-6.715,0.82,1
1yEwEiTpsaPhQi9lb5EVV4,2011,Knee Deep,zac brown band,18,0.584,0.095,90.987,0.0296,0.432,1.41E-06,4,0.715,8,203173,-8.231,0.61,1
1yGPZTTfwI0UAfFocnP7jw,2003,I Care 4 U,aaliyah,16,0.451,0.112,138.916,0.0457,0.792,0.000169,3,0.487,0,277316,-7.702,0.268,0
1YhFtqwcN138S6ng3MT1nN,2010,Rain Is A Good Thing,luke bryan,37,0.932,0.328,108.051,0.0498,0.105,2.37E-06,4,0.622,11,176160,-4.66,0.519,0
1YhiWWFrbdd3kAVhSYDhZ7,2003,American Life,madonna,37,0.583,0.282,101.96,0.176,0.0438,0,4,0.787,11,297840,-7.16,0.706,0
1YI0uK36eupTmw9F8kHysr,2005,Sunday Morning,maroon 5,31,0.784,0.0704,88.11,0.0575,0.0752,0,4,0.594,0,244867,-5.237,0.801,1
1yJ6tI74mgdRlyfMigZ9my,2010,Teach Me How To Dougie,cali swag district,28,0.45,0.0939,85.024,0.133,0.198,0.000117,4,0.846,11,237480,-4.597,0.49,1
1yK9LISg5uBOOW5bT2Wm0i,2009,Try Sleeping With A Broken Heart,alicia keys,27,0.82,0.13,110.977,0.112,0.158,0.246,5,0.496,5,249013,-5.155,0.549,1
1yKAqZoi8xWGLCf5vajroL,2006,The Ghost Of You,my chemical romance,84,0.886,0.643,145.781,0.0816,0.0286,0,4,0.202,11,194253,-3.805,0.192,0
1yKDl9K9lrbIFSpPBzEQtb,2000,Shake Your Bon-Bon,ricky martin,22,0.937,0.327,100.03,0.0444,0.0942,0,4,0.638,0,192333,-4.642,0.762,1
1yKu2MhpwzDXXH2tzG6xoa,2006,Beverly Hills,weezer,10,0.819,0.187,175.711,0.161,0.107,0,4,0.542,5,196093,-3.735,0.714,1
1YLJVmuzeM2YSUkCCaTNUB,2011,Dog Days Are Over,florence + the machine,21,0.812,0.119,150.11,0.0911,0.059,0.000526,4,0.504,7,251840,-5.316,0.319,1
1YmF9PvLhIISIANoMLIYGq,2018,A$AP Forever,A$AP Rocky Featuring Moby,63,0.78,0.13,125.999,0.122,0.224,0,4,0.469,10,233061,-6.49,0.444,0
1YNC4CuWPLfmJ7V0xgSObY,2009,You're A Jerk,new boyz,24,0.456,0.0914,99.048,0.348,0.153,0,4,0.931,4,189053,-6.206,0.522,1
1Ysc1uDZtf430TGavoS1j4,2001,Snoop Dogg,snoop dogg,77,0.621,0.607,128.906,0.361,0.433,0,3,0.685,11,353960,-8.442,0.538,0
1yTfczdv9qGCfJpZF3y4yQ,2008,Shoulda Let You Go,keyshia cole introducing amina,41,0.589,0.184,91.82,0.0481,0.0977,0,4,0.732,2,220867,-5.038,0.271,1
1yTLDUvJW37nMNucGZfBoA,2002,Don't Say Goodbye,paulina rubio,41,0.855,0.238,119.881,0.0497,0.00607,7.61E-06,4,0.656,6,289373,-5.178,0.671,0
1Yuim9eHBfG8YUJII28XDF,2004,Figured You Out,nickelback,65,0.867,0.266,93.925,0.0517,2.63E-05,0.0165,4,0.544,10,228480,-5.527,0.726,1
1YWM2rkA6Aqto0v08edz44,2009,Big Green Tractor,jason aldean,18,0.596,0.218,137.077,0.0289,0.654,0,4,0.616,4,204200,-5.035,0.58,1
1yWOt2g4f5FfRC1YBbzxBO,2009,You Don't Belong,daughtry,95,0.872,0.0919,166.119,0.0406,0.0162,0,4,0.42,1,239973,-3.712,0.312,0
1yxgsra98r3qAtxqiGZPiX,2017,Butterfly Effect,travis scott,51,0.598,0.112,140.987,0.0539,0.0714,0,4,0.763,11,190678,-6.865,0.182,1
1YXMYUu7sEykUrbdy7KcA7,2012,I Wish You Would,dj khaled,78,0.888,0.348,141.979,0.0618,0.0496,0,4,0.714,5,238267,-0.96,0.621,1
1Z4IqxukC6Yuer0nK7rC2R,2008,Te Quiero,flex,86,0.598,0.319,83.946,0.0424,0.00314,0,4,0.536,1,199110,-9.608,0.465,1
1z667LebVh3DtYNrVJEao0,2009,All The Above,maino,39,0.888,0.202,148.828,0.12,0.0762,0,4,0.374,8,319940,-3.197,0.365,1
1zayuwd1YLZsYDArkruHdL,2017,The Heart Part 4,kendrick lamar,22,0.434,0.272,129.209,0.765,0.501,0.000125,4,0.672,9,288555,-15.218,0.54,0
1zB4vmk8tFRmM9UULNzbLB,2018,Thunder,Imagine Dragons,4,0.822,0.147,167.997,0.0438,0.00671,0.134,4,0.605,0,187147,-4.833,0.288,1
1zbcFS5hS92oXNL3UZDfY0,2015,Lonely Tonight,blake shelton,47,0.747,0.0983,158.064,0.0358,0.0581,0,4,0.41,5,218040,-4.964,0.369,1
1ZBdIk5vyZ1bTpZfCiouU5,2016,Confident,demi lovato,21,0.751,0.137,129.947,0.077,0.00177,0.000215,4,0.593,3,205747,-6.205,0.345,1
1zCoCopxgQmozHBuuyfW2K,2013,"Gone, Gone, Gone",phillip phillips,24,0.638,0.12,118.007,0.0404,0.154,0,4,0.667,6,209693,-5.901,0.513,1
1ZemPoaj7LBj1RAQrb89EC,2018,Blame It On Me,Post Malone,47,0.587,0.149,121.838,0.0421,0.135,1.07E-05,4,0.651,11,261800,-7.307,0.317,0
1zEYfju4tDzkq8ZY25iHse,2014,Compass,lady antebellum,46,0.76,0.127,99.975,0.0247,0.109,9.58E-06,4,0.556,0,184680,-4.62,0.544,1
1zHlj4dQ8ZAtrayhuDDmkY,2014,Timber,pitbull,1,0.965,0.138,129.972,0.101,0.0362,0,4,0.587,11,204053,-4.106,0.825,1
1ZHYJ2Wwgxes4m8Ba88PeK,2011,Monster,kanye west,18,0.683,0.525,124.283,0.242,0.00243,0.00856,5,0.621,11,378893,-5.619,0.0917,0
1zIXpzuCC7FM4kECt2eEzu,2000,G'd Up,snoop dogg presents tha eastsidaz,47,0.763,0.0646,97.106,0.28,0.0395,0,4,0.908,1,273467,-5.739,0.593,1
1ZKKdGaFNy2dOMHRgkW93Y,2006,Shake,ying yang twins,41,0.671,0.645,117.991,0.303,0.341,0,4,0.913,1,241587,-7.385,0.867,1
1zLwQOUVCzWgiIhSfUarKI,2014,Do What U Want,lady gaga,13,0.815,0.0999,97.529,0.0653,0.309,7.25E-06,4,0.785,9,227316,-4.374,0.556,1
1zmvaeDthBdtthb4RgYr9a,2001,Born To Fly,sara evans,34,0.663,0.0637,100.178,0.035,0.00931,0.0152,4,0.612,1,336360,-9.314,0.558,1
1ZokJPEFlUFq6pMHUhVfeT,2002,Say I Yi Yi,ying yang twins,56,0.635,0.193,95.028,0.12,0.00203,1.47E-05,4,0.775,11,272507,-6.314,0.439,1
1ZozJfi8u9cO2Ob8KwiwNT,2000,Higher,creed,7,0.826,0.225,155.84,0.0352,4.88E-05,0.000185,4,0.454,2,316733,-6.302,0.451,1
1zPDgF3K6QXcTopDB3SVg9,2011,Sleazy Remix 2.0 Get Sleazier,ke$ha,37,0.791,0.0805,170.034,0.233,0.0172,1.19E-05,4,0.698,6,293053,-5.655,0.912,0
1zpu1PZ8ecmcX525Z3X8cl,2006,Yo (Excuse Me Miss),chris brown,7,0.633,0.225,87.26,0.251,0.119,0,4,0.605,1,229040,-5.899,0.592,0
1ZQ4FH4gwbSXUUYFzxf555,2012,The First Time Ever I Saw Your Face,glee cast,70,0.305,0.0879,123.561,0.0333,0.515,0.0822,4,0.311,4,257413,-11.019,0.0986,0
1ZSShfTy3KnAh491YeN2uC,2016,When We Were Young,adele,14,0.139,0.248,111.023,0.0935,0.866,0,3,0.566,2,216935,-16.208,0.461,1
1zVhMuH7agsRe6XkljIY4U,2014,Human,christina perri,31,0.489,0.114,143.808,0.0368,0.132,0.000643,4,0.439,8,250707,-6.286,0.253,1
1zvQt99d5oTkEQLmSoO1yu,2013,Mine Would Be You,blake shelton,28,0.529,0.335,139.876,0.0282,0.146,0,4,0.572,0,239507,-6.897,0.321,1
1ZxwWrMNukjS8sb9TZ0HjU,2009,God In Me,mary mary,68,0.673,0.214,176.088,0.0948,0.0336,0,4,0.673,5,192680,-5.824,0.428,0
1ZY1PqizIl78geGM4xWlEA,2017,Gorgeous,taylor swift,13,0.532,0.227,92.024,0.147,0.0672,1.02E-05,4,0.797,7,209680,-6.861,0.454,1
1zy9PC4hGrVtCU7LoMOIqH,2008,Magic,robin thicke,59,0.628,0.102,107.905,0.0449,0.251,0.00263,4,0.737,7,233227,-6.479,0.655,1
1ZyhtE7XN0fsF4xmpeYZSC,2013,Let Me Go,avril lavigne,78,0.667,0.135,164.221,0.037,0.197,0,3,0.389,4,267973,-6.585,0.118,1
1ZyjmRCQy5J11z5gqywVvP,2016,Nikes,frank ocean,79,0.396,0.109,137.989,0.091,0.692,0.000238,4,0.631,8,314075,-9.646,0.129,1
1zyqZONW985Cs4osz9wlsu,2007,On The Hotline,pretty ricky,12,0.854,0.148,92.988,0.183,0.0185,0,4,0.704,10,242587,-5.477,0.688,0
1zzG4BgZSJOLyLuzhqheua,2016,With You Tonight / Hasta El Amanecer,nicky jam,73,0.721,0.0632,93.981,0.0401,0.224,0,4,0.814,6,188080,-4.998,0.677,0
20117nklRrpujknMRpueYQ,2007,Streetcorner Symphony,rob thomas,64,0.886,0.0438,81.811,0.0456,0.109,0,4,0.633,1,247827,-3.892,0.753,1
203F5fqdu8WK880DM2cqVe,2000,What I Need To Do,kenny chesney,56,0.428,0.119,77.127,0.0338,0.432,1.20E-05,4,0.622,8,244293,-10.146,0.229,1
204U3zjm9kkzX25Pr4Rdld,2017,Kelly Price,migos,58,0.685,0.176,121.977,0.0313,0.53,0,4,0.745,4,363934,-5.7,0.437,0
206QiQ5OnKTZE3cnuMYu3H,2007,Lost One,jay-z,58,0.679,0.0839,83.99,0.192,0.221,0,4,0.799,8,224227,-2.766,0.594,0
20c7Bngwfg0osDXaWmbqes,2002,Round And Round,jonell,62,0.632,0.112,92.917,0.3,0.545,5.87E-06,4,0.59,8,260467,-6.135,0.736,1
20ccLIFUpfzgX5kSbDakH4,2002,Burn,mobb deep,99,0.736,0.0333,95.58,0.227,0.0101,5.56E-06,4,0.746,11,255093,-5.21,0.808,0
20DfkHC5grnKNJCzZQB6KC,2012,Good Girl,carrie underwood,18,0.839,0.19,128.91,0.0655,0.0286,0,4,0.617,0,205560,-2.849,0.741,0
20fAoPjfYltmd3K3bO7gbt,2016,Stick Talk,future,91,0.672,0.244,159.903,0.282,0.0265,0,4,0.729,7,171333,-6.749,0.595,1
20H93dbiV8BGEDfWvTKGOs,2006,Don't Bother,shakira,42,0.734,0.125,129.977,0.0491,0.00606,0.00248,4,0.611,7,257267,-4.078,0.208,1
20I6sIOMTCkB6w7ryavxtO,2012,Call Me Maybe,carly rae jepsen,1,0.6,0.108,120.05,0.0416,0.0162,1.81E-06,4,0.782,7,193400,-6.532,0.612,1
20ILnt1ckabPVF562uXgpF,2009,Love Is On Its Way,jonas brothers,84,0.642,0.306,175.337,0.0525,0.241,0,3,0.204,9,223587,-6.116,0.132,1
20iR23GTEpAMsbyv3WT0k7,2011,"For You, And Your Denial",yellowcard,100,0.986,0.18,175.098,0.0906,0.000303,0.000112,4,0.389,2,213893,-3.53,0.477,1
20m3aiJZdxy6kzOapoVTyD,2009,Imma Put It On Her,day26,79,0.905,0.172,143.015,0.176,0.0275,0,4,0.598,7,264653,-5.095,0.645,1
20ORwCJusz4KS2PbTPVNKo,2008,Leavin',jesse mccartney,10,0.709,0.0688,79.237,0.0608,0.0352,3.40E-06,4,0.693,9,216880,-5.787,0.889,1
20Sp7dNLM3NjIu3TInDqjq,2003,What Happened To That Boy,baby,45,0.878,0.0723,93.307,0.317,0.0587,0.00021,4,0.631,6,258067,-6.189,0.675,0
20wR5XQpaL1uvVY8gmc4uY,2012,Can't Get Enough,j. cole,52,0.62,0.521,132.035,0.0658,0.139,0,4,0.768,2,225960,-7.399,0.589,1
20wxsah2eenjJdee4an2B6,2016,Watch Out,2 chainz,64,0.504,0.052,129.89,0.5,0.826,0,4,0.899,8,207813,-6.758,0.537,0
20X9OeC606XNwEtDBOym5u,2009,Love Drunk,boys like girls,22,0.976,0.16,150.005,0.141,0.00177,3.39E-06,4,0.44,10,226707,-3.17,0.412,1
20xK9pC1cCJKnjtJ37YNOQ,2009,She Wouldn't Be Gone,blake shelton,43,0.662,0.0773,160.129,0.0293,0.153,0,4,0.509,0,215613,-4.873,0.231,1
21BL3kK8feVhrEz27j2GER,2010,My City Of Ruins (Live From The Kennedy Center Honors),eddie vedder,92,0.322,0.947,82.239,0.0428,0.772,0,4,0.448,2,241643,-12.683,0.331,1
21CCDnq8ROJEnQ7CL72xFA,2003,Intuition,jewel,20,0.776,0.114,100.019,0.0556,0.00912,0.000314,4,0.715,7,227160,-4.604,0.829,1
21gIIm2pGR0VK36gLVvY26,2005,My Sister,reba mcentire,93,0.633,0.107,187.959,0.0456,0.0668,3.06E-06,4,0.544,2,239640,-8.41,0.496,1
21I6cqNPNd9Pnoe1netnfB,2009,Lost You Anyway,toby keith,69,0.743,0.0945,149.921,0.0358,0.197,0.0161,4,0.409,9,218267,-3.762,0.359,1
21K6jcmZPktm7MftqfLfLg,2013,I Knew You Were Trouble,michelle chamuel,85,0.465,0.033,154.076,0.0367,0.00572,5.34E-06,4,0.602,6,219720,-6.762,0.664,1
21lyy7uuWJJ3jrNZfM7uYW,2000,As We Lay,kelly price,64,0.37,0.108,123.919,0.033,0.448,0,4,0.583,8,381853,-7.718,0.122,1
